id,pierwsze_imie,drugie_imie,nazwisko,id_komitetu
2460,Ryszard,Jan,GAJDA,5
2461,Bożena,Zofia,LEWIŃSKA,5
2462,Miłosz,Stanisław,KROK,5
2463,Agnieszka,Danuta,WIECZOREK-GRINER,5
2464,Maria,Ewa,ŚMIGIELSKA,5
2465,Mirosław,,HANKUS,5
2466,Grzegorz,Adam,SAWICKI,5
2467,Mieczysław,,KASPRZAK,5
2468,Aleksander,,MERCIK,5
2469,Zdzisław,,ZADWORNY,5
2470,Małgorzata,Krystyna,DACHNOWICZ,5
2471,Janusz,Marek,HOŁYSZKO,5
2472,Zbigniew,Wojciech,KISZKA,5
2473,Zbigniew,Andrzej,BOJKO,5
2474,Barbara,Danuta,MAŁECKA,5
2475,Marek,Zbigniew,KONOPKA,5
2476,Krzysztof,Jan,SAWIŃSKI,5
2477,Anna,Maria,ZALESZCZUK,5
2478,Sabina,Anna,FAL,5
2479,Iwona,Teresa,BARADZIEJ,5
2480,Bogumiła,Stanisława,HOŁOWACZ,5
2481,Janusz,Jacek,BARAŃSKI,5
2482,Emilia,Alina,KOBIAŁKA-BANYŚ,5
2483,Ryszard,,ZARYCHTA,5
2484,Małgorzata,,HORBACZ,5
2485,Maria,Stanisława,FEDACZYŃSKA,5
2486,Marek,,PASTUSZCZAK,5
2487,Marek,Zbigniew,SOKÓŁ,5
2488,Stanisław,,FRANCZAK,5
2489,Stanisław,,TYSZKA,5
2490,Jan,Władysław,TARAPATA,5
2491,Wiesław,Andrzej,LADA,5
2492,Zbigniew,,MICAŁ,5
2493,Paweł,,BARTOSZEK,5
2494,Maria,Teresa,GOLENIA,5
2495,Błażej,Stefan,BOROWIEC,5
2496,Sławomir,Tomasz,GUZEK,5
2497,Paweł,,CIEŚLA,5
2498,Stanisław,Józef,LONCZAK,5
2499,Andrzej,Zygmunt,REGUŁA,5
2500,Małgorzata,,LEJA,5
2501,Monika,Małgorzata,SKOWROŃSKA-ZIOMEK,5
2502,Jan,,MAGOŃ,5
2503,Tadeusz,,KASZYCA,5
2504,Celina,Anna,GUMIŃSKA,5
2505,Małgorzata,,KUDYBA,5
2506,Dorota,Krystyna,KOCZUR,5
2507,Janusz,,WŁODYKA,5
2508,Krzysztof,Jan,KOSIŃSKI,5
2509,Joanna,Katarzyna,STOJAŃSKA,5
2510,Maria,,WICHER,5
2511,Henryk,,TUTKA,5
2512,Kazimierz,Józef,BŁOŃSKI,5
2513,Jan,,BARTMAN,5
2514,Barbara,,OPIOŁA,5
2515,Marzena,Anna,KOTLIŃSKA,5
2516,Marek,Jan,ZARĘBA,5
2517,Krystyna,Grażyna,PARYŚ,5
2518,Henryk,,NICPOŃ,5
2519,Stefan,,KRAJEWSKI,5
2520,Mirosław,,LECH,5
2521,Wojciech,,GROCHOWSKI,5
2522,Jerzy,,LESZCZYŃSKI,5
2523,Cezary,,CIEŚLUKOWSKI,5
2524,Agnieszka,,ZAWISTOWSKA,5
2525,Ewa,,KULIKOWSKA,5
2526,Wiesława,Bożenna,PŁOŃSKA,5
2527,Bożena,,KRZYŻANOWSKA,5
2528,Bogdan,,DYJUK,5
2529,Krzysztof,,RAFAŁOWSKI,5
2530,Maciej,,BOBEL,5
2531,Marian,,MAGNUSZEWSKI,5
2532,Andrzej,Zbigniew,KORONKIEWICZ,5
2533,Ewa,,JAKUBIAK,5
2534,Agnieszka,,SZCZYGIELSKA,5
2535,Magdalena,,NOWAK,5
2536,Marta,,ALEKSIEJCZUK-SZOTKO,5
2537,Sławomir,,SAWICKI,5
2538,Tadeusz,,CHOŁKO,5
2539,Tomasz,,JAKACKI,5
2540,Joanna,,JĘDZUL,5
2541,Małgorzata,,KAŹMIERCZAK,5
2542,Michał,,ZARZECKI,5
2543,Małgorzata,,KARCZEWSKA,5
2544,Grzegorz,,RYKOWSKI,5
2545,Irena,Zofia,PRZYBYLAK,5
2546,Mikołaj,,JANOWSKI,5
2547,Andrzej,Sławomir,KOBYLARZ,5
2548,Krzysztof,Gabriel,TRAWICKI,5
2549,Maria,Urszula,PAWŁOWSKA,5
2550,Adam,Antoni,KUCHAREK,5
2551,Leszek,Józef,KACZYŃSKI,5
2552,Wojciech,Ireneusz,SARNOWSKI,5
2553,Paweł,Piotr,BIERNACKI,5
2554,Wojciech,,CYMERYS,5
2555,Lucyna,Maria,TUSK,5
2556,Bartosz,Kazimierz,NOWAK,5
2557,Maria,Jolanta,DASZKIEWICZ,5
2558,Małgorzata,Maria,KŁOS,5
2559,Bartosz,Szymon,WERONIECKI,5
2560,Marianna,,GRAHN,5
2561,Leszek,,MICHALAK,5
2562,Paweł,,KAMIŃSKI,5
2563,Beata,Agnieszka,DOMBROWSKA-GRUBBA,5
2564,Bartosz,Rafał,HOŁUBOWSKI,5
2565,Małgorzata,,RYBAKOWSKA,5
2566,Andrzej,,MŁOT,5
2567,Krystyna,,PASZEK,5
2568,Janina,Maria,DĄBEK-STOBIERSKA,5
2569,Zbigniew,Mariusz,GRAJOSZEK,5
2570,Tomasz,,DORNIAK,5
2571,Marek,,BIERNACKI,5
2572,Marek,Jerzy,TOCZEK,5
2573,Radosław,Jan,SZATKOWSKI,5
2574,Czesław,Andrzej,ELZANOWSKI,5
2575,Jerzy,Andrzej,TKACZYK,5
2576,Łukasz,Jan,LESNER,5
2577,Mirosław,Józef,MASZLUCH,5
2578,Michał,Rajmund,GRUCHAŁA,5
2579,Elżbieta,,GNIAZDOWSKA,5
2580,Krzysztof,Robert,BUJANOWICZ,5
2581,Krzysztof,Ludwik,PRUSZAK,5
2582,Aldona,Maria,SZOSTAKIEWICZ,5
2583,Leszek,Andrzej,ZAWADZKI,5
2584,Anna,,MIKOŁAJCZYK,5
2585,Tadeusz,,KELIŃSKI,5
2586,Irena,Maria,MARKOWSKA,5
2587,Krzysztof,Józef,ZARZECKI,5
2588,Danuta,,ZIELIŃSKA,5
2589,Anita,Monika,LUBCZYŃSKA-KIEŁPIŃSKA,5
2590,Marta,Karolina,KAMROWSKA,5
2591,Bogusława,,KONCZANIN,5
2592,Jarosław,Andrzej,KRZEKOTOWSKI,5
2593,Bożena,Barbara,PIANKOWSKA,5
2594,Jacek,Piotr,KACZMAREK,5
2595,Wojciech,Wiesław,PRZYBYLSKI,5
2596,Krystyna,Stefania,DORNIAK,5
2597,Janusz,Bogdan,KUPCEWICZ,5
2598,Dariusz,Franciszek,MĘCZYKOWSKI,5
2599,Mirosław,Stanisław,SZEMLA,5
2600,Marian,Albin,ORMANIEC,5
2601,Małgorzata,,KIEREŚ,5
2602,Alicja,,OGIEGŁO,5
2603,Przemysław,,MAJOR,5
2604,Waldemar,Michał,SZENDERA,5
2605,Dawid,Sylwester,JARCO,5
2606,Ryszard,Tadeusz,WÓJCIK,5
2607,Halina,Stefania,WENGLORZ,5
2608,Tadeusz,,ŻYŁA,5
2609,Edward,Stanisław,KUĆKA,5
2610,Magdalena,Ewa,SZCZEPAŃCZYK-CHROBAK,5
2611,Justyna,Barbara,SOSNOWSKA,5
2612,Brygida,Urszula,BRZOSKA-KRAWCZYK,5
2613,Andrzej,Bernard,GRZYB,5
2614,Grzegorz,Ryszard,GAWĘDA,5
2615,Lucyna,,BUTOR,5
2616,Danuta,Maria,KOŻUSZNIK,5
2617,Henryk,,KIEPURA,5
2618,Krzysztof,,SMELA,5
2619,Stanisław,,GMITRUK,5
2620,Bartłomiej,Przemysław,DOBRZYNIEWICZ,5
2621,Andrzej,,KUBAT,5
2622,Anna,Marta,SOCHA-KORENDO,5
2623,Anna,Barbara,GRUS,5
2624,Monika,Aleksandra,KUMOR,5
2625,Edyta,Jolanta,MŁYŃSKA,5
2626,Krystian,,KOTYNIA,5
2627,Jerzy,Józef,CYRULIK,5
2628,Iwona,Izabela,LISEK,5
2629,Anna,,NOWICKA,5
2630,Michał,Olaf,DZWONNIK,5
2631,Andrzej,Antoni,PILOT,5
2632,Anna,Zofia,KARWOT,5
2633,Wojciech,Antoni,KOCUJ,5
2634,Mirosława,Janina,ŚWITAŁA,5
2635,Zygmunt,,WILK,5
2636,Andrzej,Henryk,BARAN,5
2637,Agnieszka,Małgorzata,JARZYŃSKA,5
2638,Agnieszka,,STEFAŃSKA,5
2639,Łukasz,Marek,SITARSKI,5
2640,Krystyna,Bożena,POCHEĆ,5
2641,Agnieszka,Maria,PIŁAT-GRUSZKA,5
2642,Claudio,,SALMERI,5
2643,Krzysztof,Kazimierz,MATUSZEK,5
2644,Małgorzata,,ZAPIÓR,5
2645,Józef,,KRUCZEK,5
2646,Dawid,Rafał,JASIURA,5
2647,Krzysztof,Marek,JONIEC,5
2648,Joanna,Grażyna,KRUPA,5
2649,Grzegorz,Kazimierz,PILISZEK,5
2650,Wiesława,Joanna,HULIM,5
2651,Bogdan,Czesław,MYŚLIWIEC,5
2652,Sylwia,,MACHNIK,5
2653,Adam,Sebastian,SMYCZEK,5
2654,Grażyna,Gabriela,BORTLIK,5
2655,Henryk,Sławomir,POSTAWKA,5
2656,Jacek,Arkadiusz,SZYMURA,5
2657,Piotr,Sylwester,RYCHŁY,5
2658,Kazimierz,Stanisław,ADAMCZYK,5
2659,Artur,Rafał,OLEKSIŃSKI,5
2660,Maria,Teresa,WALISZEWSKA,5
2661,Aleksander,Jakub,POJDA,5
2662,Stanisław,Alojzy,RDUCH,5
2663,Barbara,Aleksandra,NYCZKA,5
2664,Elżbieta,Maria,KULAWIK,5
2665,Janina,,DĄBROWSKA,5
2666,Bronisław,,KARASEK,5
2667,Aleksandra,Elżbieta,JELONEK,5
2668,Jolanta,Elżbieta,MILAS,5
2669,Bernard,Rudolf,PASTUSZKA,5
2670,Andrzej,,KROWIAK,5
2671,Kamil,Krzysztof,KRZYSIŃSKI,5
2672,Piotr,Walenty,SUCHANEK,5
2673,Andrzej,Antoni,SOJKA,5
2674,Jerzy,Alojzy,MERCIK,5
2675,Henryk,Ryszard,NYCZ,5
2676,Mateusz,Grzegorz,JAMKA,5
2677,Małgorzata,Anna,HANDERMANDER-LEWICKA,5
2678,Gabriela,Alina,RYCHTER-BOGACKA,5
2679,Dionizy,Piotr,KOLANKO,5
2680,Jadwiga,Sabina,STALMACH,5
2681,Ewelina,Maria,TRAJGIEL,5
2682,Justyna,Julia,PŁONKA,5
2683,Krystyna,Anna,PALEJ,5
2684,Janusz,,REDEŁKIEWICZ,5
2685,Dariusz,Józef,MACIĄG,5
2686,Aneta,,ŁAKOTA,5
2687,Jacek,Bogdan,MATUSIEWICZ,5
2688,Barbara,Stanisława,CHROBAK,5
2689,Krzysztof,,MARKOWSKI,5
2690,Janusz,Kazimierz,CIOŁCZYK,5
2691,Krzysztof,Edward,PEROŃ,5
2692,Jan,,BOSAK,5
2693,Anna,Jadwiga,SPORYSZKIEWICZ,5
2694,Andrzej,Marek,DUDA,5
2695,Paweł,,DRATWA,5
2696,Stanisław,Antoni,BORÓWKA,5
2697,Marcin,Grzegorz,GÓRALCZYK,5
2698,Anna,Grażyna,KAŁUŻA,5
2699,Ewa,Bogusława,PARADZIŃSKA,5
2700,Ewa,Barbara,JANIK,5
2701,Cezary,Adam,DOBROWOLSKI,5
2702,Agata,Elżbieta,BEBEŃCA,5
2703,Eliza,Maria,LABOCHA,5
2704,Tomasz,Adam,KMITA,5
2705,Stanisław,,DĄBROWA,5
2706,Czesław,Adam,SIEKIERSKI,5
2707,Piotr,Daniel,APEL,5
2708,Kazimierz,Jerzy,KOTOWSKI,5
2709,Andrzej,,SWAJDA,5
2710,Grzegorz,Andrzej,GAŁUSZKA,5
2711,Jolanta,Dorota,TYJAS,5
2712,Leszek,Jarosław,WAWRZYŁA,5
2713,Stanisława,Danuta,BARAŃSKA,5
2714,Łukasz,,ŚWIERCZYŃSKI,5
2715,Ewelina,Janina,BIEŃ,5
2716,Mirosław,Stanisław,FUCIA,5
2717,Sylwia,Joanna,BĘTKOWSKA,5
2718,Krzysztof,Sebastian,MARWICKI,5
2719,Aleksandra,Aniela,SZULC,5
2720,Sebastian,Stanisław,NOWACZKIEWICZ,5
2721,Katarzyna,Magdalena,MICHNOWSKA-MAŁEK,5
2722,Anna,Zofia,GOLIK,5
2723,Anna,,GABRYŚ,5
2724,Mateusz,Mikołaj,KARLIŃSKI,5
2725,Piotr,Bogusław,ŻOŁĄDEK,5
2726,Jerzy,Zbigniew,ŻYŁA,5
2727,Paweł,,GARBUZIK,5
2728,Adam,,ŻEBROWSKI,5
2729,Krystyna,Grażyna,ZDONEK,5
2730,Michał,Tomasz,SKOTNICKI,5
2731,Joanna,Halina,BRZESZCZ,5
2732,Zofia,Teresa,KRUK,5
2733,Robert,,BODO,5
2734,Jan,Jerzy,MYSZKA,5
2735,Danuta,Aniela,PAWLIK,5
2736,Karol,Paweł,KLIŚ,5
2737,Krystian,Stefan,JARUBAS,5
2738,Zbigniew,,ZIEJEWSKI,5
2739,Piotr,,ŻUCHOWSKI,5
2740,Dariusz,,FREJNIK,5
2741,Edward,Mieczysław,PIETRULEWICZ,5
2742,Paweł,,SZAKIEWICZ,5
2743,Małgorzata,Dorota,SOWICKA,5
2744,Monika,Barbara,MARCHALEWSKA,5
2745,Robert,Jan,HUSZCZA,5
2746,Katarzyna,,GRANACKA,5
2747,Andrzej,Janusz,WIŚNIEWSKI,5
2748,Anetta,Krystyna,SŁOMCZYŃSKA-KĄDZIOŁKA,5
2749,Wioletta,,JASKÓLSKA,5
2750,Adam,Jacek,ŻYLIŃSKI,5
2751,Ewa,,NISIEWICZ,5
2752,Krzysztof,,GROBLEWSKI,5
2753,Stanisław,,ŻELICHOWSKI,5
2754,Urszula,Stefania,PASŁAWSKA,5
2755,Henryk,Tadeusz,FALKOWSKI,5
2756,Krzysztof,Wiesław,HEĆMAN,5
2757,Radosław,,KRÓL,5
2758,Sylwia,Monika,JASKULSKA,5
2759,Marcin,Marian,PIWOWARCZYK,5
2760,Andrzej,,KURZĄTKOWSKI,5
2761,Grażyna,Zyta,LICZNERSKA,5
2762,Mirosław,Wojciech,STEGIENKO,5
2763,Emilia,,URBANOWICZ,5
2764,Alicja,,EIDTNER,5
2765,Agnieszka,,SZAŁKO,5
2766,Jarosław,Arkadiusz,ANDRZEJEWSKI,5
2767,Mateusz,Andrzej,SIEROŃSKI,5
2768,Iwona,,KROPIWNICKA,5
2769,Jarosław,,FRANCZUK,5
2770,Józef,Maksymilian,JAMROGA,5
2771,Beata,Ewa,HARAŃ,5
2772,Jaromir,Andrzej,KRAJEWSKI,5
2773,Wioletta,,ŚLĄSKA-ZYŚK,5
2774,Andrzej,Marian,GRZYB,5
2775,Piotr,,WALKOWSKI,5
2776,Bartosz,Marek,KOBUS,5
2777,Agnieszka,Magdalena,GÓRALCZYK,5
2778,Franciszek,,MARSZAŁEK,5
2779,Wiesława,,MAŁYCHA,5
2780,Jan,,GRZESIEK,5
2781,Grzegorz,Piotr,MARTYN,5
2782,Małgorzata,,BANAŚ,5
2783,Piotr,,PIERZCHLEWICZ,5
2784,Jacek,,KONOPKA,5
2785,Janusz,Aleksander,PERSKI,5
2786,Beata,,KUCHARSKA,5
2787,Karolina,Justyna,PIEKARSKA-NOWAK,5
2788,Agnieszka,,RYBACKA,5
2789,Alojzy,Ignacy,MOTYLEWSKI,5
2790,Małgorzata,,KRAKOWIAK,5
2791,Kinga,,KOŻAŃSKA,5
2792,Bożena,Mariola,WYSOTA,5
2793,Dorota,Katarzyna,KINAL,5
2794,Maciej,Paweł,WASIELEWSKI,5
2795,Joanna,Jolanta,KOBUS-MARCZAK,5
2796,Andrzej,,KUBIAK,5
2797,Krzysztof,Andrzej,GRABOWSKI,5
2798,Jacek,Jerzy,TOMCZAK,5
2799,Anna,,MAJDA,5
2800,Mirosława,Katarzyna,KAŹMIERCZAK,5
2801,Władysław,,KOCAJ,5
2802,Marek,Stanisław,TOMICKI,5
2803,Piotr,,ŁYKOWSKI,5
2804,Teodor,,STĘPA,5
2805,Marek,Kazimierz,WESOŁOWSKI,5
2806,Michał,,PYRZYK,5
2807,Paweł,Jerzy,GUZIK,5
2808,Barbara,,ZIELIŃSKA,5
2809,Izabela,,STAJKOWSKA,5
2810,Urszula,Barbara,REMISZ,5
2811,Krzysztof,Grzegorz,CZAJKOWSKI,5
2812,Bożena,Alina,FRANKOWSKA,5
2813,Irena,Elżbieta,MACIEJEWSKA,5
2814,Bernard,Marek,BRZOSKI,5
2815,Jerzy,Andrzej,BERLIK,5
2816,Krzysztof,Michał,PASZYK,5
2817,Błażej,Łukasz,PARDA,5
2818,Tadeusz,Krzysztof,TETERUS,5
2819,Jarosław,Zygmunt,MACIEJEWSKI,5
2820,Tomasz,Bronisław,KRANC,5
2821,Marcin,,PISZCZEK,5
2822,Agnieszka,,LINKIEWICZ-MENDEL,5
2823,Józef,Kazimierz,KWAŚNIEWICZ,5
2824,Anna,,KORPIK,5
2825,Julian,Marian,HERMASZCZUK,5
2826,Jolanta,Jadwiga,LUBIŃSKA,5
2827,Małgorzata,Anna,BEJMA,5
2828,Lucyna,Hanna,NAWROT,5
2829,Sławomira,Jadwiga,KRÓL,5
2830,Daniel,,SZTYCH,5
2831,Maria,Teresa,GALAS,5
2832,Radosław,Paweł,ŁANOSZKA,5
2833,Bartłomiej,Wojciech,GÓRNY,5
2834,Wojciech,,JANKOWIAK,5
2835,Włodzimierz,Andrzej,ZYDORCZAK,5
2836,Julia,Maria,KRAKOWIAK,5
2837,Marcin,Krzysztof,KALEMBA,5
2838,Marek,Piotr,BAUMGART,5
2839,Agnieszka,Adriana,BRZEZIŃSKA,5
2840,Arkadiusz,Stanisław,BŁOCHOWIAK,5
2841,Grażyna,Maria,MANIKOWSKA-KRAWIEC,5
2842,Sylwester,,PAWAŁOWSKI,5
2843,Wojciech,Tadeusz,WOŚKOWIAK,5
2844,Aneta,Iwona,WICHER,5
2845,Szymon,,FRĄCKOWIAK,5
2846,Urszula,Teresa,KACZMAREK,5
2847,Miranda,Beata,PAWŁOWSKA,5
2848,Rafał,,KLIMEK,5
2849,Michał,Bartłomiej,TOMCZAK,5
2850,Martyna,Maria,WŁODARCZYK,5
2851,Olga,Sara,KOSTANIAK,5
2852,Marek,Stanisław,BEER,5
2853,Paweł,Czesław,SIEMIŃSKI,5
2854,Radosław,,LUBCZYK,5
2855,Stefan,Józef,ROMECKI,5
2856,Elżbieta,Henryka,GUMIŃSKA-WASIAK,5
2857,Lech,,BANY,5
2858,Jerzy,,HARŁACZ,5
2859,Agnieszka,Alicja,BRODOWSKA,5
2860,Stanisław,,KUCZYŃSKI,5
2861,Aldona,Teresa,PIASKOWSKA,5
2862,Adam,,DRAPAŁA,5
2863,Roman,,WIŚNIEWSKI,5
2864,Sylwia,,HALAMA,5
2865,Agata,Anna,SŁODKOWSKA,5
2866,Piotr,,IWAT,5
2867,Halina,,SAMEK,5
2868,Marcin,,MAJCZYNA,5
2869,Ryszard,Józef,MIĆKO,5
2870,Jarosław,Michał,RZEPA,5
2871,Piotr,,SŁOMSKI,5
2872,Anna,Katarzyna,KUSY-KŁOS,5
2873,Tomasz,Teodor,KULINICZ,5
2874,Stanisława,,BODNAR,5
2875,Paweł,,MAREK,5
2876,Damiana,,NOWAK,5
2877,Waldemar,Marek,WAWRZYNIAK,5
2878,Anna,,GIBAS,5
2879,Arkadiusz,Zygmunt,JANOWICZ,5
2880,Magdalena,Joanna,DEMKOWSKA,5
2881,Jarosław,Tomasz,ŻUK,5
2882,Joanna,,CHUDZIK,5
2883,Andrzej,Zdzisław,DURKA,5
2884,Dorota,Urszula,KALINOWSKA,5
2885,Remigiusz,,PAJOR-KUBICKI,5
2886,Anna,Katarzyna,GLIŃSKA,5
2887,Jacek,,LIWAK,5
2888,Justyna,,JAKUBOWICZ-DZIDUCH,5
2889,Eugeniusz,,JASIEWICZ,5
2890,Renata,Teresa,KOREK,5
2891,Bartłomiej,Henryk,TOSZEK,5
2892,Adam,Wacław,CHRAŁOWICZ,5
2893,Olgierd,,KUSTOSZ,5
2894,Adam,Józef,LIPIŃSKI,6
2895,Elżbieta,Barbara,WITEK,6
2896,Marzena,Anna,MACHAŁEK,6
2897,Krzysztof,Jan,KUBÓW,6
2898,Wojciech,Michał,ZUBOWSKI,6
2899,Ewa,Zofia,SZYMAŃSKA,6
2900,Teresa,,ZEMBIK,6
2901,Adam,,BABUŚKA,6
2902,Józef,,RYPIŃSKI,6
2903,Szymon,Marek,POGODA,6
2904,Wojciech,,MARCINIAK,6
2905,Jacek,,KARWAN,6
2906,Andrzej,,KREDKOWSKI,6
2907,Jadwiga,Barbara,BUCIUTO,6
2908,Dagmara,Helena,GĘBORYS,6
2909,Kamila,Dorota,BRZOZOWSKA,6
2910,Agnieszka,Ewa,BADZIŃSKA,6
2911,Aurelia,Barbara,SADOWSKA-KOWALSKA,6
2912,Eurydyka,Maria,CZYRKO,6
2913,Ewa,,KWIATKOWSKA,6
2914,Łukasz,Franciszek,URBANOWICZ,6
2915,Dawid,Łukasz,SARBAK,6
2916,Dorota,,BOJAKOWSKA,6
2917,Wojciech,Paweł,LESZCZYK,6
2918,Michał,Paweł,DWORCZYK,6
2919,Ireneusz,,ZYSKA,6
2920,Wojciech,Piotr,MURDZEK,6
2921,Maciej,Adam,BADORA,6
2922,Marcin,Piotr,GWÓŹDŹ,6
2923,Zuzanna,,BIELAWSKA,6
2924,Renata,Lucyna,SURMA,6
2925,Beata,Maria,MUCHA,6
2926,Jerzy,Grzegorz,DEC,6
2927,Jarosław,,WĘGŁOWSKI,6
2928,Bogusław,Krzysztof,SZPYTMA,6
2929,Małgorzata,Joanna,GREINER,6
2930,Marek,,TARNACKI,6
2931,Ewelina,Agnieszka,SZYDŁOWSKA,6
2932,Renata,Teresa,WIERZBICKA,6
2933,Grzegorz,Sławomir,GRZEGORZEWICZ,6
2934,Mirosława,Agnieszka,STACHOWIAK-RÓŻECKA,6
2935,Paweł,Marek,HRENIAK,6
2936,Jacek,,ŚWIAT,6
2937,Przemysław,Maksymilian,CZARNECKI,6
2938,Małgorzata,Maria,CALIŃSKA-MAYER,6
2939,Andrzej,Stanisław,JAROCH,6
2940,Mariusz,Orion,JĘDRYSEK,6
2941,Agnieszka,Anna,SOIN,6
2942,Piotr,Jan,DYTKO,6
2943,Artur,,ADAMSKI,6
2944,Zdzisław,Ireneusz,BREZDEŃ,6
2945,Wojciech,Stanisław,BARTNIK,6
2946,Krzysztof,Marek,DOMAGAŁA,6
2947,Roman,,KOWALCZYK,6
2948,Robert,,PIEŃKOWSKI,6
2949,Urszula,Maria,STOPA,6
2950,Wiesław,Antoni,ZAJĄC,6
2951,Agnieszka,Maria,BRZĄKAŁA,6
2952,Adrian,Sławomir,WAWRZYNIAK,6
2953,Karolina,,WOJEWÓDKA,6
2954,Michał,,PIECHEL,6
2955,Marzanna,Teresa,STRUMECKA,6
2956,Zofia,Maria,LESZCZYŃSKA-NER,6
2957,Marek,,HARASNY,6
2958,Magdalena,Maria,MAKSYMIAK,6
2959,Karolina,Marta,MROZOWSKA,6
2960,Cezary,Piotr,KEMPA,6
2961,Tytus,Henryk,CZARTORYSKI,6
2962,Tomasz,Edward,LATOS,6
2963,Łukasz,Paweł,SCHREIBER,6
2964,Piotr,Marek,KRÓL,6
2965,Bartosz,Józef,KOWNACKI,6
2966,Ewa,Elżbieta,KOZANECKA,6
2967,Marek,Leon,WITKOWSKI,6
2968,Marcin,,WROŃSKI,6
2969,Ireneusz,,STACHOWIAK,6
2970,Jerzy,,KOWALIK,6
2971,Michał,,KRZEMKOWSKI,6
2972,Grażyna,Edyta,SZABELSKA,6
2973,Anna,,FALKOWSKA,6
2974,Tomasz,Paweł,SZAMOCKI,6
2975,Jolanta,,KOŁODZIEJ,6
2976,Elżbieta,,GOGOLA,6
2977,Krzysztof,,NAPIERALSKI,6
2978,Stanisława,,KUFFEL,6
2979,Kamila,Teresa,JABŁOŃSKA,6
2980,Antoni,,LEWANDOWSKI,6
2981,Paulina,,WENDERLICH,6
2982,Danuta,Stanisława,PILARSKA,6
2983,Żaneta,Katarzyna,ŚRUBKOWSKA,6
2984,Maria,Alina,WARDA,6
2985,Dariusz,,CIESIELCZYK,6
2986,Jan,Krzysztof,ARDANOWSKI,6
2987,Krzysztof,,CZABAŃSKI,6
2988,Iwona,Krystyna,MICHAŁEK,6
2989,Joanna,Beata,BOROWIAK,6
2990,Anna,Elżbieta,SOBECKA,6
2991,Anna,Urszula,GEMBICKA,6
2992,Maria,,MAZURKIEWICZ,6
2993,Mariusz,Piotr,KAŁUŻNY,6
2994,Wojciech,,JARANOWSKI,6
2995,Zbigniew,,GIRZYŃSKI,6
2996,Arkadiusz,Andrzej,STEFANIAK,6
2997,Marcin,,STRYCH,6
2998,Krzysztof,Roman,KOSIŃSKI,6
2999,Jacek,Aleksander,TYBURSKI,6
3000,Anna,Bożena,SZWED,6
3001,Arkadiusz,,ORŁOWSKI,6
3002,Edyta,Maria,JASZCZAK,6
3003,Piotr,,SADURSKI,6
3004,Łukasz,Szymon,KLIMEK,6
3005,Ewa,Zofia,KLIMASZEWSKA-ANTOS,6
3006,Ziemowit,Zawisza,KŁOSOWSKI,6
3007,Paweł,,KOMOROWSKI,6
3008,Alina,Katarzyna,KALISZEWSKA,6
3009,Zbigniew,Dariusz,WARNEL,6
3010,Izabela,Iwona,RATYŃSKA-DRABCZAK,6
3011,Marzenna,Stefania,DRAB,6
3012,Sylwester,Karol,TUŁAJEW,6
3013,Przemysław,,CZARNEK,6
3014,Gabriela,,MASŁOWSKA,6
3015,Artur,,SOBOŃ,6
3016,Lech,Stanisław,SPRAWKA,6
3017,Krzysztof,,SZULOWSKI,6
3018,Krzysztof,,GŁUCHOWSKI,6
3019,Sławomir,,SKWAREK,6
3020,Adam,Krzysztof,KAŁASKA,6
3021,Jerzy,Feliks,BIELECKI,6
3022,Teresa,,BOGACKA,6
3023,Magdalena,,FILIPEK-SOBCZAK,6
3024,Leszek,,KOWALCZYK,6
3025,Kazimierz,Bogusław,CHOMA,6
3026,Marek,Grzegorz,WOJCIECHOWSKI,6
3027,Tomasz,Zbigniew,PITUCHA,6
3028,Arkadiusz,,JUREK,6
3029,Piotr,Andrzej,PATKOWSKI,6
3030,Jolanta,,SZAŁAS,6
3031,Andrzej,Marek,PRUSZKOWSKI,6
3032,Ewa,,ZYBAŁA,6
3033,Krzysztof,Piotr,PODKAŃSKI,6
3034,Renata,Maria,SZCZYPA,6
3035,Dorota,,BARANOWSKA,6
3036,Ewa,,SZAŁACHWIEJ,6
3037,Dorota,,SKRZAT,6
3038,Magdalena,Sylwia,UDRYCKA,6
3039,Radosław,Marian,ŚPIEWAK,6
3040,Ilona,Ewelina,DUDA,6
3041,Jan,Jakub,KANTHAK,6
3042,Jacek,Robert,SASIN,6
3043,Sławomir,,ZAWIŚLAK,6
3044,Marcin,Kamil,DUSZEK,6
3045,Teresa,,HAŁAS,6
3046,Tomasz,Andrzej,ZIELIŃSKI,6
3047,Dariusz,Paweł,STEFANIUK,6
3048,Marcin,,ROMANOWSKI,6
3049,Lucjan,,CICHOSZ,6
3050,Zdzisław,,SZWED,6
3051,Leszek,Marcin,SKIBA,6
3052,Maria,,GMYZ,6
3053,Robert,,GMITRUCZUK,6
3054,Beata,Małgorzata,STRZAŁKA,6
3055,Krzysztof,Jan,GAŁASZKIEWICZ,6
3056,Konrad,Bernard,SAWICKI,6
3057,Anna,,KUSIAK-JANIEC,6
3058,Jerzy,Ryszard,SZWAJ,6
3059,Barbara,Aldona,BARSZCZEWSKA,6
3060,Iwona,,CHMIELEWSKA,6
3061,Mariusz,Artur,ZAŃKO,6
3062,Halina,,CZARNECKA,6
3063,Stanisław,,MISZTAL,6
3064,Agnieszka,,PIEKARSKA,6
3065,Anna,,DĄBROWSKA-BANASZEK,6
3066,Marek,,AST,6
3067,Władysław,,DAJCZAK,6
